study_m,Month,obd,phase,int_carb_asp,int_targ_screen,int_screen_all,int_hand,int_asp,bedocc,hh_adherence,hh_trained,abhr,rectalswab,carbapenem,fq,3gc,pseudo_3gcq,all_monitored,gmneg_all_bsi,ecoliccs_all_bsi,ecoli3gcr_all_bsi,cre_all_bsi,mssa_all_bsi,mrsa_all_bsi,csab_all_any,crab_all_any,cskp_all_any,crkp_all_any,cspa_all_any,crpa_all_any,csab_all_clinical,crab_all_clinical,cskp_all_clinical,crkp_all_clinical,cspa_all_clinical,crpa_all_clinical,csab_all_bsi,crab_all_bsi,cskp_all_bsi,crkp_all_bsi,cspa_all_bsi,crpa_all_bsi,csab_all_resp,crab_all_resp,cskp_all_resp,crkp_all_resp,cspa_all_resp,crpa_all_resp,csab_all_uti,crab_all_uti,cskp_all_uti,crkp_all_uti,cspa_all_uti,crpa_all_uti,csab_all_other,crab_all_other,cskp_all_other,crkp_all_other,cspa_all_other,crpa_all_other,csab_all_swab,crab_all_swab,cskp_all_swab,crkp_all_swab,cspa_all_swab,crpa_all_swab,csab_all_admswab,crab_all_admswab,cskp_all_admswab,crkp_all_admswab,cspa_all_admswab,crpa_all_admswab,csab_ho_any,crab_ho_any,cskp_ho_any,crkp_ho_any,cspa_ho_any,crpa_ho_any,csab_ho_clinical,crab_ho_clinical,cskp_ho_clinical,crkp_ho_clinical,cspa_ho_clinical,crpa_ho_clinical,csab_ho_bsi,crab_ho_bsi,cskp_ho_bsi,crkp_ho_bsi,cspa_ho_bsi,crpa_ho_bsi,csab_ho_resp,crab_ho_resp,cskp_ho_resp,crkp_ho_resp,cspa_ho_resp,crpa_ho_resp,csab_ho_uti,crab_ho_uti,cskp_ho_uti,crkp_ho_uti,cspa_ho_uti,crpa_ho_uti,csab_ho_other,crab_ho_other,cskp_ho_other,crkp_ho_other,cspa_ho_other,crpa_ho_other,csab_ho_swab,crab_ho_swab,cskp_ho_swab,crkp_ho_swab,cspa_ho_swab,crpa_ho_swab,csab_conothca_any,crab_conothca_any,cskp_conothca_any,crkp_conothca_any,cspa_conothca_any,crpa_conothca_any,csab_conothca_clinical,crab_conothca_clinical,cskp_conothca_clinical,crkp_conothca_clinical,cspa_conothca_clinical,crpa_conothca_clinical,csab_conothca_bsi,crab_conothca_bsi,cskp_conothca_bsi,crkp_conothca_bsi,cspa_conothca_bsi,crpa_conothca_bsi,csab_conothca_resp,crab_conothca_resp,cskp_conothca_resp,crkp_conothca_resp,cspa_conothca_resp,crpa_conothca_resp,csab_conothca_uti,crab_conothca_uti,cskp_conothca_uti,crkp_conothca_uti,cspa_conothca_uti,crpa_conothca_uti,csab_conothca_other,crab_conothca_other,cskp_conothca_other,crkp_conothca_other,cspa_conothca_other,crpa_conothca_other,csab_conothca_swab,crab_conothca_swab,cskp_conothca_swab,crkp_conothca_swab,cspa_conothca_swab,crpa_conothca_swab,csab_hca_all,crab_hca_all,cskp_hca_all,crkp_hca_all,cspa_hca_all,crpa_hca_all,csab_hca_clinical,crab_hca_clinical,cskp_hca_clinical,crkp_hca_clinical,cspa_hca_clinical,crpa_hca_clinical,csab_hca_bsi,crab_hca_bsi,cskp_hca_bsi,crkp_hca_bsi,cspa_hca_bsi,crpa_hca_bsi,csab_hca_resp,crab_hca_resp,cskp_hca_resp,crkp_hca_resp,cspa_hca_resp,crpa_hca_resp,csab_hca_uti,crab_hca_uti,cskp_hca_uti,crkp_hca_uti,cspa_hca_uti,crpa_hca_uti,csab_hca_other,crab_hca_other,cskp_hca_other,crkp_hca_other,cspa_hca_other,crpa_hca_other,csab_hca_swab,crab_hca_swab,cskp_hca_swab,crkp_hca_swab,cspa_hca_swab,crpa_hca_swab,csab_cohca_any,crab_cohca_any,cskp_cohca_any,crkp_cohca_any,cspa_cohca_any,crpa_cohca_any,csab_cohca_clinical,crab_cohca_clinical,cskp_cohca_clinical,crkp_cohca_clinical,cspa_cohca_clinical,crpa_cohca_clinical,csab_cohca_bsi,crab_cohca_bsi,cskp_cohca_bsi,crkp_cohca_bsi,cspa_cohca_bsi,crpa_cohca_bsi,csab_cohca_resp,crab_cohca_resp,cskp_cohca_resp,crkp_cohca_resp,cspa_cohca_resp,crpa_cohca_resp,csab_cohca_uti,crab_cohca_uti,cskp_cohca_uti,crkp_cohca_uti,cspa_cohca_uti,crpa_cohca_uti,csab_cohca_other,crab_cohca_other,cskp_cohca_other,crkp_cohca_other,cspa_cohca_other,crpa_cohca_other,csab_cohca_swab,crab_cohca_swab,cskp_cohca_swab,crkp_cohca_swab,cspa_cohca_swab,crpa_cohca_swab
59,01/11/2012,14764,2,F,T,F,T,F,96.5,0.3,9.08,179,600,70.85,200.56,83.24,20.46,845.07,33.00000001,9,1,0,4,3,1,8,40,12,31,21,0,4,29,5,26,9,0,0,4,3,2,1,0,2,3,0,5,5,0,1,13,0,8,2,0,1,9,2,11,1,1,4,11,7,5,12,0,1,6,3,2,4,1,5,20,8,20,15,0,2,15,4,17,7,0,0,3,2,1,1,0,0,1,0,5,3,0,1,5,0,4,2,0,1,6,2,7,1,1,3,5,4,3,8,0,0,7,1,9,1,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,4,0,0,0,2,1,1,1,1,8,33,11,22,20,0,4,24,5,18,9,0,0,4,3,2,1,0,2,3,0,5,5,0,1,9,0,4,2,0,1,8,2,7,1,1,4,9,6,4,11,0,3,13,3,2,5,0,2,9,1,1,2,0,0,1,1,1,0,0,2,2,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,1,4,2,1,3
60,01/12/2012,14156,2,F,T,F,T,F,86.6,0.3,9.08,220,700,47.54,186.35,88.23,24.44,817.16,30,7,0,0,2,1,0,4,28,9,20,10,0,3,20,5,19,4,0,0,2,1,1,1,0,0,3,0,7,1,0,1,12,3,5,1,0,2,3,1,6,1,0,1,8,4,1,6,0,0,2,1,0,1,0,2,16,4,10,9,0,1,10,1,9,4,0,0,0,0,0,1,0,0,2,0,4,1,0,0,7,1,2,1,0,1,1,0,3,1,0,1,6,3,1,5,0,2,4,1,7,0,0,2,3,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,2,0,0,1,1,0,3,0,0,0,1,1,0,0,0,2,24,8,13,10,0,1,17,5,12,4,0,0,2,1,0,1,0,0,3,0,6,1,0,0,10,3,3,1,0,1,2,1,3,1,0,1,7,3,1,6,0,0,8,4,3,1,0,0,7,4,3,0,0,0,2,1,0,0,0,0,1,0,2,0,0,0,3,2,1,0,0,0,1,1,0,0,0,0,1,0,0,1
61,01/01/2013,16729,2,F,T,F,T,F,91,0.3,9.08,275.5,800,55.47,175.09,97.56,28.69,913.94,33,5,3,0,4,1,0,5,35,16,23,16,0,3,28,4,22,10,0,0,5,0,2,2,0,2,2,0,10,4,0,0,13,4,7,3,0,1,8,0,3,1,0,2,7,12,1,6,0,1,3,4,0,3,0,3,25,9,19,11,0,2,21,1,18,8,0,0,5,0,2,2,0,1,1,0,9,4,0,0,9,1,4,2,0,1,6,0,3,0,0,1,4,8,1,3,0,1,5,2,3,3,0,1,4,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3,1,0,0,2,0,0,1,0,0,1,1,0,1,0,4,30,14,20,13,0,2,24,3,19,8,0,0,5,0,2,2,0,1,2,0,10,4,0,0,11,3,4,2,0,1,6,0,3,0,0,2,6,11,1,5,0,1,5,5,1,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,3,0,2
62,01/02/2013,15485,2,F,T,F,T,F,91.5,0.3,9.08,160,750,67.74,178.75,97.26,30.16,927.46,14,3,2,0,3,2,0,7,33,12,22,12,0,4,20,3,19,5,0,1,2,2,0,1,0,1,5,1,9,2,0,1,11,0,6,1,0,1,2,0,4,1,0,3,13,9,3,7,0,0,4,3,1,1,0,6,22,9,15,11,0,3,13,3,13,5,0,1,2,2,0,1,0,1,4,1,6,2,0,0,7,0,4,1,0,1,0,0,3,1,0,3,9,6,2,6,0,0,5,0,7,1,0,0,3,0,6,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,2,0,1,1,0,7,28,12,15,11,0,4,17,3,13,5,0,1,2,2,0,1,0,1,4,1,6,2,0,1,10,0,4,1,0,1,1,0,3,1,0,3,11,9,2,6,0,1,6,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0
63,01/03/2013,16687,2,F,T,F,T,F,89,0.3,9.08,207.5,700,65.44,202.07,103.01,28.94,942.20,24.00000001,9,5,0,4,0,1,4,31,21,28,11,1,1,27,5,28,5,1,0,5,1,2,1,0,0,7,1,6,3,0,0,14,2,8,1,0,1,1,1,12,0,0,3,4,16,0,6,0,0,2,3,0,2,1,4,10,17,16,8,1,1,8,4,16,4,1,0,0,1,0,1,0,0,4,1,3,2,0,0,4,2,6,1,0,1,0,0,7,0,0,3,2,13,0,4,0,0,10,1,7,1,0,0,9,0,7,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,6,0,2,0,0,0,0,0,4,0,0,0,1,1,0,1,1,4,21,20,21,10,1,1,18,5,21,5,1,0,3,1,2,1,0,0,6,1,5,3,0,0,8,2,6,1,0,1,1,1,8,0,0,3,3,15,0,5,0,0,11,3,5,2,0,0,10,1,5,1,0,0,3,0,2,0,0,0,2,0,2,1,0,0,4,0,0,0,0,0,1,1,1,0,0,0,1,2,0,1
64,01/04/2013,15020,2,F,T,F,T,F,88.1,0.3,9.08,207.5,680,55.26,145.54,102.26,18.97,852.06,16.99999999,6,5,0,0,2,1,8,23,15,24,10,1,5,18,4,21,5,1,0,1,1,0,0,0,1,5,1,7,2,0,0,8,2,7,0,0,4,4,0,7,3,0,3,5,11,3,5,0,1,3,2,1,0,0,5,8,12,17,9,0,3,6,3,15,4,0,0,1,1,0,0,0,1,1,1,5,2,0,0,2,1,4,0,0,2,2,0,6,2,0,2,2,9,2,5,0,0,7,1,4,1,0,0,6,0,4,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,8,16,14,20,9,1,5,12,4,17,4,1,0,1,1,0,0,0,1,2,1,5,2,0,0,5,2,6,0,0,4,4,0,6,2,0,3,4,10,3,5,1,3,8,2,3,0,1,2,6,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,0,2,2,0,0,0,0,1,2,1,1,0
65,01/05/2013,15746,2,F,T,F,T,F,88.4,0.3,9.08,213,650,67.89,154.07,104.79,36.07,825.70,23.99999999,11,2,0,4,1,2,6,28,18,26,6,1,2,20,8,25,3,0,1,4,0,1,0,0,1,3,0,6,0,0,0,12,6,13,2,1,0,1,2,5,1,1,4,8,10,1,3,1,0,7,2,0,1,1,6,7,12,16,4,1,2,6,4,15,2,0,1,2,0,1,0,0,1,2,0,4,0,0,0,1,2,8,1,1,0,1,2,2,1,0,4,1,8,1,2,1,0,14,2,8,1,0,0,8,2,8,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,5,2,3,1,0,0,0,0,3,0,1,0,6,0,0,0,1,6,14,16,18,5,1,2,12,6,17,2,0,1,2,0,1,0,0,1,2,0,4,0,0,0,7,4,10,1,1,0,1,2,2,1,0,4,2,10,1,3,0,0,7,4,2,1,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,1,2,0,1
66,01/06/2013,15968,2,F,T,F,T,F,85.5,0.3,9.08,205.5,630,63.38,181.17,107.84,20.79,903.33,22,8,4,0,6,3,0,12,25,10,23,10,0,4,23,5,21,5,0,1,1,0,2,0,0,2,3,1,4,1,0,0,16,4,7,3,0,1,3,0,8,1,0,8,2,5,2,5,0,4,1,1,1,1,0,8,10,7,11,9,0,4,9,3,10,5,0,1,0,0,2,0,0,2,1,1,2,1,0,0,5,2,1,3,0,1,3,0,5,1,0,4,1,4,1,4,0,2,6,2,7,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,4,0,0,0,0,0,2,0,0,2,0,1,1,0,0,10,19,8,16,10,0,4,17,4,15,5,0,1,1,0,2,0,0,2,1,1,4,1,0,0,12,3,3,3,0,1,3,0,6,1,0,6,2,4,1,5,0,2,9,1,5,1,0,0,8,1,5,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,1,2,0,0,0,0,0,1,0,0,2,1,0,0,1
67,01/07/2013,14562,2,F,T,F,T,F,89.9,0.3,9.08,250.5,600,73.27,169.28,89.55,34.47,877.86,30,8,6,0,4,1,1,9,31,30,32,8,1,8,28,11,31,4,0,0,2,1,2,0,0,5,4,2,6,2,0,1,13,8,17,1,1,2,9,0,6,1,0,1,3,19,1,4,0,0,1,1,0,2,1,8,13,28,18,4,1,7,11,10,17,2,0,0,2,1,2,0,0,5,1,2,2,1,0,0,3,7,10,1,1,2,5,0,3,0,0,1,2,18,1,2,0,1,14,0,8,2,0,1,13,0,8,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,7,0,4,0,0,0,4,0,2,0,0,0,1,0,0,2,1,8,17,30,24,6,1,7,15,11,23,4,0,0,2,1,2,0,0,5,2,2,4,2,0,0,6,8,13,1,1,2,5,0,4,1,0,1,2,19,1,2,0,0,4,2,6,2,0,0,4,1,6,2,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0
68,01/08/2013,12685,2,F,T,F,T,F,89.1,0.3,9.08,243.5,550,82.22,211.98,95.07,32.95,993.79,27,11,4,0,5,0,1,11,43,20,28,12,1,4,33,3,26,9,1,0,4,2,0,0,0,1,6,0,4,1,0,1,18,1,13,6,0,2,5,0,9,2,0,7,10,17,2,3,0,1,4,2,2,0,1,10,17,17,17,10,1,4,11,2,17,7,1,0,3,1,0,0,0,1,3,0,3,1,0,1,4,1,7,4,0,2,1,0,7,2,0,6,6,15,0,3,0,0,19,0,5,1,0,0,16,0,4,1,0,0,1,0,0,0,0,0,2,0,1,0,0,0,10,0,2,1,0,0,3,0,1,0,0,0,3,0,1,0,1,11,24,20,23,11,1,4,17,3,22,8,1,0,3,2,0,0,0,1,4,0,3,1,0,1,8,1,11,5,0,2,2,0,8,2,0,7,7,17,1,3,0,1,7,3,6,1,0,0,6,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,4,1,0,0,1,0,1,0,0,1,1,2,1,0
69,01/09/2013,13463,2,F,T,F,T,F,84.3,0.3,9.08,316.3,700,78.07,193.34,115.56,29.04,874.14,28,10,2,0,4,0,3,8,49,24,28,6,2,4,41,8,22,2,0,1,6,5,2,0,1,2,4,0,3,1,0,0,24,3,8,1,1,1,7,0,9,0,1,4,8,16,6,4,1,1,4,2,2,1,1,7,28,20,16,4,1,4,24,6,12,1,0,1,5,4,1,0,0,2,3,0,2,0,0,0,10,2,5,1,1,1,6,0,4,0,0,3,4,14,4,3,2,1,7,2,8,1,1,0,6,2,7,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,5,1,2,0,0,0,0,0,3,0,1,1,1,0,1,1,1,7,42,22,20,5,1,4,35,6,15,2,0,1,5,4,1,0,0,2,4,0,2,1,0,0,19,2,6,1,1,1,7,0,6,0,0,3,7,16,5,3,0,0,14,2,4,1,0,0,11,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,0,1,0,0,0,1,0,2,0,0,0,3,2,1,0
70,01/10/2013,15935,2,F,T,F,T,F,89.2,0.3,9.08,289,900,81.08,222.59,94.39,29.06,880.53,25,12,2,0,6,2,0,12,51,20,37,8,0,2,44,5,32,6,0,0,8,0,3,1,0,0,6,0,7,3,0,0,21,5,14,1,0,2,9,0,8,1,0,10,7,15,5,2,0,6,6,6,1,0,0,6,24,11,22,6,0,2,23,2,18,4,0,0,3,0,2,1,0,0,5,0,6,2,0,0,13,2,5,1,0,2,2,0,5,0,0,4,1,9,4,2,0,2,16,4,9,0,0,0,13,2,8,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,4,2,6,0,0,0,4,0,1,0,0,2,3,2,1,0,0,10,35,16,28,8,0,2,31,3,24,6,0,0,4,0,3,1,0,0,5,0,6,3,0,0,17,3,8,1,0,2,5,0,7,1,0,8,4,13,4,2,0,4,11,5,6,2,0,0,8,1,6,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,4,1,3,0,0,0,3,0,2,1,0,4,3,4,0,0
71,01/11/2013,15033,2,F,T,F,T,F,87.6,0.3,12.58,317.65,1100,75.63,188.05,105.50,24.08,868.54,31,14,2,0,6,4,1,11,37,21,23,16,1,2,34,4,21,9,0,0,3,2,0,0,0,1,4,0,6,2,0,0,18,2,9,3,1,1,9,0,6,4,0,9,3,17,2,7,0,2,2,2,1,2,0,9,16,17,16,10,0,2,15,2,15,5,0,0,2,2,0,0,0,1,3,0,4,2,0,0,6,0,6,1,0,1,4,0,5,2,0,7,1,15,1,5,0,1,12,3,4,4,0,0,11,1,4,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,7,1,1,1,0,0,3,0,1,2,0,1,1,2,0,1,1,10,25,18,19,12,1,2,23,3,17,6,0,0,2,2,0,0,0,1,4,0,4,2,0,0,11,1,8,2,1,1,6,0,5,2,0,8,2,15,2,6,1,1,9,1,3,2,1,0,8,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,2,1,1,0,2,0,0,0,0,1,1,0,1,1
72,01/12/2013,15939,2,F,T,F,T,F,89.4,0.3,12.58,287,1000,64.56,232.57,95.57,29.74,990.95,38.00000001,9,5,0,3,2,0,31,21,24,23,10,0,15,18,5,21,8,0,2,0,1,1,0,0,10,1,2,5,4,0,1,14,2,11,2,0,2,3,0,4,2,0,16,3,19,2,2,0,1,1,4,1,0,0,29,8,19,16,7,0,14,6,4,15,5,0,2,0,1,1,0,0,9,0,2,4,3,0,1,5,1,8,0,0,2,1,0,2,2,0,15,2,15,1,2,0,1,8,2,4,2,0,0,7,1,4,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,1,1,1,0,0,2,0,2,0,0,1,1,1,0,0,0,30,13,22,19,8,0,15,11,4,17,6,0,2,0,1,1,0,0,10,0,2,4,3,0,1,10,1,10,1,0,2,1,0,2,2,0,15,2,18,2,2,0,1,5,3,3,1,0,1,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,3,1,0
73,01/01/2014,15370,3,T,T,F,T,F,90.6,0.3,12.58,331,1200,49.25,246.06,126.90,20.56,959.71,29,8,6,0,4,3,1,16,23,19,24,10,0,3,22,7,24,6,0,0,2,1,3,0,0,0,3,1,6,3,0,1,14,5,7,2,0,2,3,0,8,1,1,13,1,12,0,4,1,1,0,0,0,0,0,14,8,18,11,6,0,2,7,6,11,2,0,0,1,1,1,0,0,0,1,1,5,1,0,1,4,4,3,1,0,1,1,0,2,0,0,12,1,12,0,4,0,1,10,0,5,3,0,1,10,0,5,3,0,0,0,0,1,0,0,0,2,0,1,2,0,0,6,0,0,1,0,1,2,0,3,0,0,0,0,0,0,0,1,15,13,19,19,7,0,2,12,7,19,3,0,0,2,1,2,0,0,0,1,1,5,1,0,1,8,5,7,1,0,1,1,0,5,1,1,13,1,12,0,4,1,1,5,1,8,1,0,0,5,1,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,0,0,3,1,1,1,0,0,0,0
74,01/02/2014,16069,3,T,T,F,T,F,93.3,0.3,12.58,329,1100,64.60,252.60,118.70,24.71,967.40,25,12,5,0,5,0,1,12,28,11,43,8,0,1,23,0,38,5,0,0,0,0,1,1,0,1,2,0,10,0,0,0,12,0,16,3,0,0,9,0,11,1,1,11,5,11,5,3,1,3,3,3,1,0,0,9,14,8,30,5,0,1,12,0,26,2,0,0,0,0,1,0,0,1,1,0,8,0,0,0,7,0,10,1,0,0,4,0,7,1,0,8,2,8,4,3,1,1,6,1,9,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,3,0,3,0,1,1,1,1,1,0,0,11,22,10,34,8,0,1,18,0,30,5,0,0,0,0,1,1,0,1,2,0,9,0,0,0,10,0,12,3,0,0,6,0,8,1,0,10,4,10,4,3,0,2,8,2,4,3,0,0,6,0,4,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,2,2,0,0,2,0,1,0,0,2,2,2,0,0
75,01/03/2014,17201,3,T,T,F,T,F,92,0.3,12.58,228.5,990,56.04,220.74,100.50,19.18,944.83,34,8,2,0,1,1,3,5,34,31,33,9,1,1,28,6,26,7,1,0,3,1,4,1,0,0,1,0,6,2,0,1,13,5,11,1,0,0,11,0,5,3,2,4,6,25,7,2,0,0,3,8,0,0,3,4,17,19,21,7,1,0,14,2,14,5,1,0,2,1,4,1,0,0,1,0,3,1,0,0,4,1,5,1,0,0,7,0,2,2,2,4,3,17,7,2,0,0,14,7,7,0,0,0,12,1,7,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,8,1,3,0,0,0,3,0,1,0,0,0,2,6,0,0,3,5,20,24,26,9,1,1,16,5,19,7,1,0,2,1,4,1,0,0,1,0,3,2,0,1,5,4,8,1,0,0,8,0,4,3,2,4,4,19,7,2,0,1,3,5,5,2,0,1,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,0,0,0,1,0,2,1,0,0,1,2,0,0
76,01/04/2014,16255,3,T,T,F,T,F,85.9,0.3,12.58,131.5,1000,48.97,199.14,138.80,29.34,951.79,29,7,4,0,3,4,0,5,35,9,27,8,0,1,31,1,26,4,0,0,3,1,2,2,0,0,7,0,2,0,0,0,19,0,14,2,0,1,2,0,8,0,0,4,4,8,1,4,0,2,2,1,0,1,0,2,20,8,10,4,0,0,18,1,9,1,0,0,3,1,1,0,0,0,5,0,1,0,0,0,9,0,5,1,0,0,1,0,2,0,0,2,2,7,1,3,0,2,7,0,10,2,0,1,7,0,10,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,0,5,0,0,1,0,0,4,0,0,1,0,0,0,1,0,3,28,9,17,6,0,0,24,1,16,3,0,0,3,1,2,1,0,0,6,0,1,0,0,0,13,0,9,2,0,0,2,0,4,0,0,3,4,8,1,3,0,1,8,1,7,2,0,0,6,0,7,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,4,1,0,0,1,0,2,0,0,1,2,1,0,0
77,01/05/2014,16349,3,T,T,F,T,F,86.6,0.3,12.58,452.5,1350,45.45,208.27,120.90,25.38,926.32,30,6,6,0,2,2,0,12,28,11,27,11,0,3,23,1,25,6,0,0,2,0,2,0,0,2,0,0,3,2,0,1,16,1,14,2,0,0,5,0,6,2,0,9,5,10,2,5,0,4,2,6,1,1,0,7,12,4,17,9,0,2,9,0,16,5,0,0,0,0,1,0,0,2,0,0,1,2,0,0,7,0,11,1,0,0,2,0,3,2,0,5,3,4,1,4,0,5,12,3,3,0,0,1,11,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,1,0,0,0,3,0,1,0,0,4,1,3,0,0,0,7,16,8,24,11,0,2,12,1,22,6,0,0,2,0,2,0,0,2,0,0,2,2,0,0,8,1,13,2,0,0,2,0,5,2,0,5,4,7,2,5,0,0,4,4,7,2,0,0,3,1,6,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,1,3,1,1
78,01/06/2014,15152,3,T,T,F,T,F,87.8,0.3,12.58,445,1100,47.25,189.15,124.70,21.05,813.02,27,8,1,0,4,4,1,14,32,10,30,12,0,2,30,4,28,8,0,1,1,1,3,1,0,0,1,0,8,1,0,1,23,3,11,2,0,0,5,0,6,4,1,12,2,6,2,4,0,1,1,2,0,1,1,12,15,4,18,9,0,1,14,0,16,6,0,1,0,0,1,1,0,0,0,0,4,1,0,0,10,0,7,1,0,0,4,0,4,3,1,11,1,4,2,3,0,0,8,1,7,1,0,0,8,1,7,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,6,1,3,0,0,0,1,0,2,1,0,0,0,0,0,0,1,14,24,9,23,11,0,2,22,3,21,7,0,1,0,1,3,1,0,0,1,0,6,1,0,1,17,2,8,2,0,0,4,0,4,3,1,12,2,6,2,4,0,2,9,5,5,2,0,1,8,3,5,1,0,0,0,1,2,0,0,0,1,0,2,0,0,1,7,2,1,1,0,0,0,0,0,0,0,1,1,2,0,1
79,01/07/2014,16805,3,T,T,F,T,F,91,0.3,12.58,419.5,800,43.86,160.84,120.00,17.49,770.97,24,10,1,1,3,3,3,14,47,8,25,10,3,6,37,1,23,8,0,1,5,1,3,1,2,0,4,0,5,2,0,1,21,0,12,4,1,4,7,0,3,1,0,8,10,7,2,2,0,0,3,4,1,0,1,9,26,4,17,8,1,1,19,1,16,6,0,0,2,1,2,1,1,0,3,0,2,2,0,1,10,0,10,3,0,0,4,0,2,0,0,8,7,3,1,2,1,2,11,1,6,2,1,2,10,0,5,2,0,0,2,0,0,0,0,0,1,0,3,0,0,0,6,0,2,1,1,2,1,0,0,1,0,0,1,1,1,0,2,12,36,7,19,8,2,4,27,1,18,6,0,1,3,1,3,1,2,0,3,0,2,2,0,1,15,0,10,3,0,2,6,0,3,0,0,8,9,6,1,2,1,3,10,3,2,0,1,3,8,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,2,2,0,1,0,0,0,2,3,0,0
80,01/08/2014,11966,3,T,T,F,T,F,86.9,0.3,12.58,372.5,900,46.80,226.98,106.20,33.18,1034.70,27,12,2,0,2,2,1,6,36,6,29,12,0,2,25,3,28,7,0,0,3,2,3,0,0,0,3,1,9,3,0,0,17,0,13,1,0,2,2,0,3,3,1,4,11,3,1,5,0,1,3,0,0,0,1,4,18,5,19,9,0,1,10,2,18,4,0,0,3,1,2,0,0,0,2,1,6,2,0,0,5,0,8,1,0,1,0,0,2,1,1,3,8,3,1,5,0,0,12,0,6,3,0,0,10,0,6,3,0,0,0,0,1,0,0,0,0,0,2,1,0,0,8,0,2,0,0,0,2,0,1,2,0,0,2,0,0,0,1,6,24,6,23,9,0,2,15,3,22,4,0,0,3,2,2,0,0,0,3,1,7,2,0,0,9,0,11,1,0,2,0,0,2,1,1,4,9,3,1,5,0,2,6,1,4,0,0,1,5,1,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0
81,01/09/2014,13913,4,T,T,T,T,T,82.2,0.3,12.58,321.75,980,44.63,158.84,129.70,14.23,770.54,29,14,2,0,1,1,3,9,36,11,45,9,3,6,32,3,44,6,1,2,2,1,2,0,1,2,3,2,8,3,1,1,18,0,18,2,0,1,9,0,16,1,0,3,4,8,1,3,0,1,3,3,1,2,2,7,11,8,24,5,2,5,10,3,24,4,1,2,1,1,2,0,1,2,0,2,7,1,0,1,6,0,9,2,0,0,3,0,6,1,0,2,1,5,0,1,1,0,14,1,15,2,1,0,12,0,14,2,0,0,1,0,0,0,0,0,3,0,0,2,1,0,5,0,6,0,0,0,3,0,8,0,0,0,2,1,1,0,2,9,22,10,30,7,2,6,20,3,30,4,1,2,1,1,2,0,1,2,0,2,8,1,0,1,13,0,12,2,0,1,6,0,8,1,0,3,2,7,0,3,0,2,11,2,6,2,0,1,10,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,3,0,0,1,3,0,2,0,0,1,1,2,0,2
