study_m,phases,year,month,day,date,obd,csab_ho_clinical,crab_ho_clinical,cskp_ho_clinical,crkp_ho_clinical,cspa_ho_clinical,crpa_ho_clinical,csab_ho_bsi,crab_ho_bsi,cskp_ho_bsi,crkp_ho_bsi,cspa_ho_bsi,crpa_ho_bsi,csab_ho_resp,crab_ho_resp,cskp_ho_resp,crkp_ho_resp,cspa_ho_resp,crpa_ho_resp,csab_ho_uti,crab_ho_uti,cskp_ho_uti,crkp_ho_uti,cspa_ho_uti,crpa_ho_uti,csab_ho_other,crab_ho_other,cskp_ho_other,crkp_ho_other,cspa_ho_other,crpa_ho_other,csab_ho_swab,crab_ho_swab,cskp_ho_swab,crkp_ho_swab,cspa_ho_swab,crpa_ho_swab,csab_co_nothca_clinical,crab_co_nothca_clinical,cskp_co_nothca_clinical,crkp_co_nothca_clinical,cspa_co_nothca_clinical,crpa_co_nothca_clinical,csab_co_nothca_bsi,crab_co_nothca_bsi,cskp_co_nothca_bsi,crkp_co_nothca_bsi,cspa_co_nothca_bsi,crpa_co_nothca_bsi,csab_co_nothca_resp,crab_co_nothca_resp,cskp_co_nothca_resp,crkp_co_nothca_resp,cspa_co_nothca_resp,crpa_co_nothca_resp,csab_co_nothca_uti,crab_co_nothca_uti,cskp_co_nothca_uti,crkp_co_nothca_uti,cspa_co_nothca_uti,crpa_co_nothca_uti,csab_co_nothca_other,crab_co_nothca_other,cskp_co_nothca_other,crkp_co_nothca_other,cspa_co_nothca_other,crpa_co_nothca_other,csab_co_nothca_adm_swab,crab_co_nothca_adm_swab,cskp_co_nothca_adm_swab,crkp_co_nothca_adm_swab,cspa_co_nothca_adm_swab,crpa_co_nothca_adm_swab,csab_co_hca_clinical,crab_co_hca_clinical,cskp_co_hca_clinical,crkp_co_hca_clinical,cspa_co_hca_clinical,crpa_co_hca_clinical,csab_co_hca_bsi,crab_co_hca_bsi,cskp_co_hca_bsi,crkp_co_hca_bsi,cspa_co_hca_bsi,crpa_co_hca_bsi,csab_co_hca_resp,crab_co_hca_resp,cskp_co_hca_resp,crkp_co_hca_resp,cspa_co_hca_resp,crpa_co_hca_resp,csab_co_hca_uti,crab_co_hca_uti,cskp_co_hca_uti,crkp_co_hca_uti,cspa_co_hca_uti,crpa_co_hca_uti,csab_co_hca_other,crab_co_hca_other,cskp_co_hca_other,crkp_co_hca_other,cspa_co_hca_other,crpa_co_hca_other,csab_co_hca_adm_swab,crab_co_hca_adm_swab,cskp_co_hca_adm_swab,crkp_co_hca_adm_swab,cspa_co_hca_adm_swab,crpa_co_hca_adm_swab,csab_ho_clinical_incid,crab_ho_clinical_incid,cskp_ho_clinical_incid,crkp_ho_clinical_incid,cspa_ho_clinical_incid,crpa_ho_clinical_incid,csab_ho_bsi_incid,crab_ho_bsi_incid,cskp_ho_bsi_incid,crkp_ho_bsi_incid,cspa_ho_bsi_incid,crpa_ho_bsi_incid,csab_ho_resp_incid,crab_ho_resp_incid,cskp_ho_resp_incid,crkp_ho_resp_incid,cspa_ho_resp_incid,crpa_ho_resp_incid,csab_ho_uti_incid,crab_ho_uti_incid,cskp_ho_uti_incid,crkp_ho_uti_incid,cspa_ho_uti_incid,crpa_ho_uti_incid,csab_ho_other_incid,crab_ho_other_incid,cskp_ho_other_incid,crkp_ho_other_incid,cspa_ho_other_incid,crpa_ho_other_incid,csab_ho_swab_incid,crab_ho_swab_incid,cskp_ho_swab_incid,crkp_ho_swab_incid,cspa_ho_swab_incid,crpa_ho_swab_incid,csab_co_nothca_clinical_incid,crab_co_nothca_clinical_incid,cskp_co_nothca_clinical_incid,crkp_co_nothca_clinical_incid,cspa_co_nothca_clinical_incid,crpa_co_nothca_clinical_incid,csab_co_nothca_bsi_incid,crab_co_nothca_bsi_incid,cskp_co_nothca_bsi_incid,crkp_co_nothca_bsi_incid,cspa_co_nothca_bsi_incid,crpa_co_nothca_bsi_incid,csab_co_nothca_resp_incid,crab_co_nothca_resp_incid,cskp_co_nothca_resp_incid,crkp_co_nothca_resp_incid,cspa_co_nothca_resp_incid,crpa_co_nothca_resp_incid,csab_co_nothca_uti_incid,crab_co_nothca_uti_incid,cskp_co_nothca_uti_incid,crkp_co_nothca_uti_incid,cspa_co_nothca_uti_incid,crpa_co_nothca_uti_incid,csab_co_nothca_other_incid,crab_co_nothca_other_incid,cskp_co_nothca_other_incid,crkp_co_nothca_other_incid,cspa_co_nothca_other_incid,crpa_co_nothca_other_incid,csab_co_nothca_adm_swab_incid,crab_co_nothca_adm_swab_incid,cskp_co_nothca_adm_swab_incid,crkp_co_nothca_adm_swab_incid,cspa_co_nothca_adm_swab_incid,crpa_co_nothca_adm_swab_incid,csab_co_hca_clinical_incid,crab_co_hca_clinical_incid,cskp_co_hca_clinical_incid,crkp_co_hca_clinical_incid,cspa_co_hca_clinical_incid,crpa_co_hca_clinical_incid,csab_co_hca_bsi_incid,crab_co_hca_bsi_incid,cskp_co_hca_bsi_incid,crkp_co_hca_bsi_incid,cspa_co_hca_bsi_incid,crpa_co_hca_bsi_incid,csab_co_hca_resp_incid,crab_co_hca_resp_incid,cskp_co_hca_resp_incid,crkp_co_hca_resp_incid,cspa_co_hca_resp_incid,crpa_co_hca_resp_incid,csab_co_hca_uti_incid,crab_co_hca_uti_incid,cskp_co_hca_uti_incid,crkp_co_hca_uti_incid,cspa_co_hca_uti_incid,crpa_co_hca_uti_incid,csab_co_hca_other_incid,crab_co_hca_other_incid,cskp_co_hca_other_incid,crkp_co_hca_other_incid,cspa_co_hca_other_incid,crpa_co_hca_other_incid,csab_co_hca_adm_swab_incid,crab_co_hca_adm_swab_incid,cskp_co_hca_adm_swab_incid,crkp_co_hca_adm_swab_incid,cspa_co_hca_adm_swab_incid,crpa_co_hca_adm_swab_incid
31,2,2010,7,1,01/07/2010,16848,1,9,13,2,20,4,0,1,1,1,0,1,1,3,4,0,3,3,0,3,7,1,6,0,0,2,1,0,11,0,1,2,1,0,5,0,0,2,8,0,6,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,6,0,0,0,0,1,1,0,3,1,0,0,2,0,5,0,0,4,2,2,4,1,0,0,1,0,1,1,0,2,0,0,0,0,0,2,1,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0.59,5.34,7.72,1.19,11.87,2.37,0,0.59,0.59,0.59,0,0.59,0.59,1.78,2.37,0,1.78,1.78,0,1.78,4.15,0.59,3.56,0,0,1.19,0.59,0,6.53,0,0.59,1.19,0.59,0,2.97,0,0,1.19,4.75,0,3.56,0.59,0,0,0,0,0,0,0,0,0.59,0,1.78,0,0,0.59,3.56,0,0,0,0,0.59,0.59,0,1.78,0.59,0,0,1.19,0,2.97,0,0,2.37,1.19,1.19,2.37,0.59,0,0,0.59,0,0.59,0.59,0,1.19,0,0,0,0,0,1.19,0.59,1.19,0.59,0,0,0,0,0,1.19,0,0,0,0,0,0.59,0
32,2,2010,8,1,01/08/2010,14334,0,9,18,0,16,4,0,1,0,0,1,1,0,1,2,0,3,3,0,4,7,0,4,0,0,3,9,0,8,0,0,2,2,1,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,3,0,2,0,0,1,10,0,6,1,0,0,1,0,2,0,0,1,1,0,1,0,0,0,6,0,1,0,0,0,2,0,2,1,0,1,0,0,0,0,0,6.28,12.56,0,11.16,2.79,0,0.7,0,0,0.7,0.7,0,0.7,1.4,0,2.09,2.09,0,2.79,4.88,0,2.79,0,0,2.09,6.28,0,5.58,0,0,1.4,1.4,0.7,3.49,0,0,0,3.49,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,1.4,0,0.7,0,0,0,2.09,0,1.4,0,0,0.7,6.98,0,4.19,0.7,0,0,0.7,0,1.4,0,0,0.7,0.7,0,0.7,0,0,0,4.19,0,0.7,0,0,0,1.4,0,1.4,0.7,0,0.7,0,0,0,0
33,2,2010,9,1,01/09/2010,15131,0,4,14,1,18,6,0,1,1,0,1,0,0,1,2,0,4,2,0,0,3,0,8,1,0,2,8,1,5,3,1,0,5,0,3,0,1,0,9,0,6,1,0,0,2,0,0,0,0,0,0,0,3,1,1,0,5,0,0,0,0,0,2,0,3,0,1,0,1,0,2,0,1,1,6,0,7,3,1,0,1,0,2,0,0,0,0,0,1,1,0,1,1,0,2,1,0,0,4,0,2,1,0,0,1,0,1,0,0,2.64,9.25,0.66,11.9,3.97,0,0.66,0.66,0,0.66,0,0,0.66,1.32,0,2.64,1.32,0,0,1.98,0,5.29,0.66,0,1.32,5.29,0.66,3.3,1.98,0.66,0,3.3,0,1.98,0,0.66,0,5.95,0,3.97,0.66,0,0,1.32,0,0,0,0,0,0,0,1.98,0.66,0.66,0,3.3,0,0,0,0,0,1.32,0,1.98,0,0.66,0,0.66,0,1.32,0,0.66,0.66,3.97,0,4.63,1.98,0.66,0,0.66,0,1.32,0,0,0,0,0,0.66,0.66,0,0.66,0.66,0,1.32,0.66,0,0,2.64,0,1.32,0.66,0,0,0.66,0,0.66,0
34,2,2010,10,1,01/10/2010,18416,0,13,17,0,18,5,0,1,2,0,0,2,0,3,4,0,5,2,0,5,5,0,5,1,0,4,6,0,8,0,0,2,1,0,1,1,0,0,11,0,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,0,3,5,0,6,1,0,0,1,0,0,0,0,2,0,0,3,0,0,0,3,0,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,7.06,9.23,0,9.77,2.72,0,0.54,1.09,0,0,1.09,0,1.63,2.17,0,2.72,1.09,0,2.72,2.72,0,2.72,0.54,0,2.17,3.26,0,4.34,0,0,1.09,0.54,0,0.54,0.54,0,0,5.97,0,3.26,0,0,0,0.54,0,0,0,0,0,0,0,1.09,0,0,0,2.72,0,0.54,0,0,0,2.72,0,1.63,0,0,0,0,0,0,0,0,1.63,2.72,0,3.26,0.54,0,0,0.54,0,0,0,0,1.09,0,0,1.63,0,0,0,1.63,0,0.54,0.54,0,0.54,0.54,0,1.09,0,0,0,0,0,0,0
35,2,2010,11,1,01/11/2010,19144,3,9,21,2,12,6,0,1,5,0,0,0,1,3,3,0,3,0,0,3,7,1,1,3,2,2,6,1,8,3,0,0,1,0,0,0,1,0,7,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,1,1,1,0,0,0,3,0,1,1,2,0,0,0,1,0,2,0,12,2,0,0,0,0,1,0,1,0,1,0,6,1,0,0,1,0,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1.57,4.7,10.97,1.04,6.27,3.13,0,0.52,2.61,0,0,0,0.52,1.57,1.57,0,1.57,0,0,1.57,3.66,0.52,0.52,1.57,1.04,1.04,3.13,0.52,4.18,1.57,0,0,0.52,0,0,0,0.52,0,3.66,0,2.09,0.52,0,0,0.52,0,0,0,0,0,0.52,0,0,0,0,0,2.61,0,0.52,0.52,0.52,0,0,0,1.57,0,0.52,0.52,1.04,0,0,0,0.52,0,1.04,0,6.27,1.04,0,0,0,0,0.52,0,0.52,0,0.52,0,3.13,0.52,0,0,0.52,0,2.09,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0.52
36,2,2010,12,1,01/12/2010,14995,0,9,14,0,17,8,0,0,0,0,1,1,0,6,2,0,4,3,0,1,4,0,7,0,0,2,8,0,5,4,0,1,2,0,1,1,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,9.34,0,11.34,5.34,0,0,0,0,0.67,0.67,0,4,1.33,0,2.67,2,0,0.67,2.67,0,4.67,0,0,1.33,5.34,0,3.33,2.67,0,0.67,1.33,0,0.67,0.67,0,0.67,2.67,0,1.33,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0.67,2,0,0.67,0,0,0,0,0,0,0,0,0,0,0,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0.67,0,0,0,0,0,0.67,0.67,0,0,0,0,0,0
37,2,2011,1,1,01/01/2011,16964,0,10,12,0,13,10,0,1,1,0,1,1,0,5,1,0,3,1,0,2,7,0,3,7,0,2,3,0,6,1,0,0,1,0,1,0,0,1,2,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5.89,7.07,0,7.66,5.89,0,0.59,0.59,0,0.59,0.59,0,2.95,0.59,0,1.77,0.59,0,1.18,4.13,0,1.77,4.13,0,1.18,1.77,0,3.54,0.59,0,0,0.59,0,0.59,0,0,0.59,1.18,0,2.95,0.59,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0,0.59,0,1.18,0.59,0,0.59,0.59,0,0,0,0,0,0.59,0,0,0,0,0,1.77,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.59,0
38,2,2011,2,1,01/02/2011,16963,0,7,10,0,25,11,0,4,0,0,1,2,0,2,2,0,6,3,0,1,7,0,6,6,0,0,1,0,12,0,0,0,0,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,4.13,5.9,0,14.74,6.48,0,2.36,0,0,0.59,1.18,0,1.18,1.18,0,3.54,1.77,0,0.59,4.13,0,3.54,3.54,0,0,0.59,0,7.07,0,0,0,0,0,0.59,0.59,0,0,1.77,0,1.77,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,1.77,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0.59,2.36,0,3.54,0.59,0,0,0,0,0.59,0,0,0,0,0,0.59,0,0,0,1.77,0,0,0,0,0.59,0.59,0,2.36,0.59,0,0,0,0,0,0
39,2,2011,3,1,01/03/2011,19149,1,9,14,0,19,11,0,0,0,0,1,2,1,6,3,0,5,2,0,1,6,0,7,4,0,2,5,0,6,3,0,0,2,0,1,0,0,1,2,0,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,1,6,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,2,1,2,1,0,0,1,0,0,0,0.52,4.7,7.31,0,9.92,5.74,0,0,0,0,0.52,1.04,0.52,3.13,1.57,0,2.61,1.04,0,0.52,3.13,0,3.66,2.09,0,1.04,2.61,0,3.13,1.57,0,0,1.04,0,0.52,0,0,0.52,1.04,0,3.13,0,0,0,0.52,0,0,0,0,0.52,0,0,0.52,0,0,0,0.52,0,2.09,0,0,0,0,0,0.52,0,0,0,0,0,1.04,0,0,0,3.13,0.52,3.13,0.52,0,0,0.52,0,0.52,0,0,0,0.52,0,1.04,0,0,0,1.04,0,0.52,0,0,0,1.04,0.52,1.04,0.52,0,0,0.52,0,0,0
40,2,2011,4,1,01/04/2011,17893,0,11,16,1,13,11,0,1,2,0,0,2,0,6,5,0,7,3,0,1,5,1,6,3,0,3,4,0,0,3,0,0,0,0,0,0,0,1,4,0,8,2,0,0,1,0,0,0,0,1,0,0,2,2,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,4,3,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,6.15,8.94,0.56,7.27,6.15,0,0.56,1.12,0,0,1.12,0,3.35,2.79,0,3.91,1.68,0,0.56,2.79,0.56,3.35,1.68,0,1.68,2.24,0,0,1.68,0,0,0,0,0,0,0,0.56,2.24,0,4.47,1.12,0,0,0.56,0,0,0,0,0.56,0,0,1.12,1.12,0,0,1.68,0,2.24,0,0,0,0,0,1.12,0,0,0,0,0,1.12,0,0,0,1.68,0,2.24,1.68,0,0,0.56,0,0,0,0,0,0,0,1.68,0,0,0,0.56,0,0.56,1.68,0,0,0.56,0,0,0,0,0,0,0,0,0
41,2,2011,5,1,01/05/2011,18962,0,10,9,1,21,1,0,2,1,0,0,0,0,4,0,1,11,1,0,2,7,0,3,0,0,2,1,0,7,0,0,0,3,0,2,1,0,0,5,3,9,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1,3,4,0,0,0,1,0,2,0,0,0,0,0,4,0,0,1,2,0,7,3,0,0,1,0,2,0,0,1,0,0,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.27,4.75,0.53,11.07,0.53,0,1.05,0.53,0,0,0,0,2.11,0,0.53,5.8,0.53,0,1.05,3.69,0,1.58,0,0,1.05,0.53,0,3.69,0,0,0,1.58,0,1.05,0.53,0,0,2.64,1.58,4.75,0,0,0,1.05,0,1.05,0,0,0,0.53,0,0.53,0,0,0,0.53,1.58,2.11,0,0,0,0.53,0,1.05,0,0,0,0,0,2.11,0,0,0.53,1.05,0,3.69,1.58,0,0,0.53,0,1.05,0,0,0.53,0,0,1.58,1.58,0,0,0.53,0,0.53,0,0,0,0,0,0.53,0,0,0,0,0,0.53,0
42,2,2011,6,1,01/06/2011,18188,0,5,14,1,14,5,0,1,2,0,0,2,0,2,2,0,4,1,0,0,7,0,7,2,0,2,3,1,3,0,0,1,2,0,0,0,1,0,7,1,6,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,2,1,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,1,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2.75,7.7,0.55,7.7,2.75,0,0.55,1.1,0,0,1.1,0,1.1,1.1,0,2.2,0.55,0,0,3.85,0,3.85,1.1,0,1.1,1.65,0.55,1.65,0,0,0.55,1.1,0,0,0,0.55,0,3.85,0.55,3.3,0,0.55,0,0.55,0,0,0,0,0,0.55,0,1.1,0,0,0,1.1,0.55,0.55,0,0,0,1.65,0,1.65,0,0,0,0,0,0,0,0,0,1.65,0.55,2.75,1.1,0,0,0,0,0.55,0,0,0,0,0,0,0.55,0,0,1.65,0.55,1.1,0,0,0,0,0,1.1,0.55,0,0,0,0,0,0
43,2,2011,7,1,01/07/2011,16985,0,4,14,9,21,10,0,2,1,1,1,2,0,1,4,1,7,2,0,0,7,7,5,5,0,1,2,0,8,1,0,2,1,4,0,0,0,4,5,1,8,1,0,0,0,0,2,0,0,3,1,0,2,0,0,1,3,1,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,2,7,1,6,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,1,3,1,0,0,1,0,3,1,0,0,0,0,0,1,0,2.36,8.24,5.3,12.36,5.89,0,1.18,0.59,0.59,0.59,1.18,0,0.59,2.36,0.59,4.12,1.18,0,0,4.12,4.12,2.94,2.94,0,0.59,1.18,0,4.71,0.59,0,1.18,0.59,2.36,0,0,0,2.36,2.94,0.59,4.71,0.59,0,0,0,0,1.18,0,0,1.77,0.59,0,1.18,0,0,0.59,1.77,0.59,0,0,0,0,0.59,0,2.36,0.59,0,0,0,0,0.59,0,0,1.18,4.12,0.59,3.53,1.18,0,0,0.59,0,0,0,0,0.59,0,0,0,0,0,0.59,2.94,0.59,1.77,0.59,0,0,0.59,0,1.77,0.59,0,0,0,0,0,0.59
44,2,2011,8,1,01/08/2011,14220,2,9,16,8,22,6,0,0,2,2,2,0,0,7,4,0,3,2,1,0,7,3,7,3,1,2,3,3,10,1,0,2,2,6,0,4,0,1,1,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,1,6,2,5,3,0,0,0,0,0,2,0,0,0,0,2,0,0,1,4,2,2,1,0,0,2,0,1,0,0,0,2,0,0,0,1.41,6.33,11.25,5.63,15.47,4.22,0,0,1.41,1.41,1.41,0,0,4.92,2.81,0,2.11,1.41,0.7,0,4.92,2.11,4.92,2.11,0.7,1.41,2.11,2.11,7.03,0.7,0,1.41,1.41,4.22,0,2.81,0,0.7,0.7,0.7,1.41,1.41,0,0,0,0,0,0,0,0.7,0,0,0.7,0,0,0,0.7,0,0,1.41,0,0,0,0.7,0.7,0,0,0.7,0,0,0.7,0,0,0.7,4.22,1.41,3.52,2.11,0,0,0,0,0,1.41,0,0,0,0,1.41,0,0,0.7,2.81,1.41,1.41,0.7,0,0,1.41,0,0.7,0,0,0,1.41,0,0,0
45,3,2011,9,1,01/09/2011,16120,0,9,20,9,14,9,0,1,3,1,0,1,0,5,2,1,5,2,0,3,12,6,4,6,0,0,3,1,5,0,1,2,3,7,3,2,0,0,13,1,7,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,3,1,1,0,0,0,5,0,4,0,0,0,0,0,0,0,0,1,4,1,4,4,0,0,2,0,1,0,0,0,1,0,0,1,0,1,1,1,1,3,0,0,0,0,2,0,0,0,1,0,0,1,0,5.58,12.41,5.58,8.68,5.58,0,0.62,1.86,0.62,0,0.62,0,3.1,1.24,0.62,3.1,1.24,0,1.86,7.44,3.72,2.48,3.72,0,0,1.86,0.62,3.1,0,0.62,1.24,1.86,4.34,1.86,1.24,0,0,8.06,0.62,4.34,0,0,0,2.48,0,0,0,0,0,0.62,0,1.24,0,0,0,1.86,0.62,0.62,0,0,0,3.1,0,2.48,0,0,0,0,0,0,0,0,0.62,2.48,0.62,2.48,2.48,0,0,1.24,0,0.62,0,0,0,0.62,0,0,0.62,0,0.62,0.62,0.62,0.62,1.86,0,0,0,0,1.24,0,0,0,0.62,0,0,0.62
46,3,2011,10,1,01/10/2011,18317,5,7,14,6,18,4,1,2,2,1,0,0,0,2,3,1,5,1,0,2,5,3,4,2,4,1,4,1,9,1,2,1,0,5,1,0,0,0,5,0,11,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,3,0,0,0,3,0,5,0,0,0,1,0,0,0,1,2,6,1,5,4,0,0,1,1,0,0,0,0,2,0,1,1,1,2,3,0,1,1,0,0,0,0,3,2,0,0,0,0,0,1,2.73,3.82,7.64,3.28,9.83,2.18,0.55,1.09,1.09,0.55,0,0,0,1.09,1.64,0.55,2.73,0.55,0,1.09,2.73,1.64,2.18,1.09,2.18,0.55,2.18,0.55,4.91,0.55,1.09,0.55,0,2.73,0.55,0,0,0,2.73,0,6.01,0.55,0,0,0,0,0,0,0,0,0.55,0,1.64,0.55,0,0,0.55,0,1.64,0,0,0,1.64,0,2.73,0,0,0,0.55,0,0,0,0.55,1.09,3.28,0.55,2.73,2.18,0,0,0.55,0.55,0,0,0,0,1.09,0,0.55,0.55,0.55,1.09,1.64,0,0.55,0.55,0,0,0,0,1.64,1.09,0,0,0,0,0,0.55
47,3,2011,11,1,01/11/2011,18637,1,6,10,8,15,6,0,2,0,0,0,0,0,3,3,0,7,0,0,0,4,8,4,0,1,1,3,0,4,6,0,1,1,6,1,3,0,1,6,2,6,0,0,0,2,1,0,0,0,1,1,0,2,0,0,0,3,1,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,6,3,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,2,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0.54,3.22,5.37,4.29,8.05,3.22,0,1.07,0,0,0,0,0,1.61,1.61,0,3.76,0,0,0,2.15,4.29,2.15,0,0.54,0.54,1.61,0,2.15,3.22,0,0.54,0.54,3.22,0.54,1.61,0,0.54,3.22,1.07,3.22,0,0,0,1.07,0.54,0,0,0,0.54,0.54,0,1.07,0,0,0,1.61,0.54,1.07,0,0,0,0,0,1.07,0,0,0,0,1.07,0,0,0,0.54,3.22,1.61,1.07,0.54,0,0,0.54,0,0,0,0,0.54,0.54,0,0,0,0,0,1.61,1.07,0.54,0.54,0,0,0.54,0.54,0.54,0,0,0,0,0.54,0,0
48,3,2011,12,1,01/12/2011,19143,0,1,9,2,14,8,0,0,0,1,0,0,0,0,1,0,5,3,0,0,5,1,5,4,0,1,3,0,4,1,0,4,1,5,1,4,0,1,8,0,5,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,3,0,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0.52,4.7,1.04,7.31,4.18,0,0,0,0.52,0,0,0,0,0.52,0,2.61,1.57,0,0,2.61,0.52,2.61,2.09,0,0.52,1.57,0,2.09,0.52,0,2.09,0.52,2.61,0.52,2.09,0,0.52,4.18,0,2.61,0,0,0,0,0,0.52,0,0,0.52,2.09,0,0,0,0,0,1.57,0,1.04,0,0,0,0.52,0,1.04,0,0,0,0,0,0.52,0,0,0,2.61,0,0,1.57,0,0,0,0,0,0.52,0,0,0.52,0,0,0,0,0,2.09,0,0,1.04,0,0,0,0,0,0,0,0,1.04,0,0,0
49,3,2012,1,1,01/01/2012,16043,1,5,12,5,13,7,0,0,1,1,1,0,0,3,2,3,2,3,0,0,7,1,3,4,1,2,2,0,7,0,0,3,0,8,3,5,0,1,7,1,5,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,6,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,6,4,2,3,0,0,0,0,0,1,0,0,1,0,1,1,0,1,3,4,0,1,0,0,2,0,1,0,0,2,0,1,0,0,0.62,3.12,7.48,3.12,8.1,4.36,0,0,0.62,0.62,0.62,0,0,1.87,1.25,1.87,1.25,1.87,0,0,4.36,0.62,1.87,2.49,0.62,1.25,1.25,0,4.36,0,0,1.87,0,4.99,1.87,3.12,0,0.62,4.36,0.62,3.12,0.62,0,0,0,0.62,0,0.62,0,0.62,0.62,0,0,0,0,0,3.74,0,1.25,0,0,0,0,0,1.87,0,0,0,0,0,0,0.62,0,0.62,3.74,2.49,1.25,1.87,0,0,0,0,0,0.62,0,0,0.62,0,0.62,0.62,0,0.62,1.87,2.49,0,0.62,0,0,1.25,0,0.62,0,0,1.25,0,0.62,0,0
50,3,2012,2,1,01/02/2012,18669,0,10,6,3,21,5,0,1,0,0,1,0,0,5,3,0,6,2,0,3,2,3,8,1,0,1,1,0,6,2,0,5,1,9,0,2,0,0,3,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,5.36,3.21,1.61,11.25,2.68,0,0.54,0,0,0.54,0,0,2.68,1.61,0,3.21,1.07,0,1.61,1.07,1.61,4.29,0.54,0,0.54,0.54,0,3.21,1.07,0,2.68,0.54,4.82,0,1.07,0,0,1.61,0.54,2.68,0,0,0,0.54,0,0,0,0,0,0,0.54,0,0,0,0,1.07,0,1.61,0,0,0,0,0,1.07,0,0,0,0.54,0,0,0.54,0,0,2.14,0.54,0.54,1.07,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,1.61,0.54,0,0.54,0,0,0.54,0,0.54,0,0,0,0.54,0,0.54,0
